site_name,Baseline,DR-Event-Day,DR-StartTime,DR-EndTime,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
Lakeside Tower,OAT_MA_CBL,8/11/08,12:00,15:00,247.70,117.90,,0.50,0.24,,2.96,1.41,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,8/11/08,15:00,18:00,273.60,106.90,,0.55,0.22,,3.27,1.28,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,8/12/08,12:00,15:00,289.90,147.70,,0.59,0.30,,3.46,1.76,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,8/12/08,15:00,18:00,190.10,50.90,,0.38,0.10,,2.27,0.61,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,8/27/08,12:00,15:00,320.60,150.70,,0.62,0.29,,3.83,1.80,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,8/27/08,15:00,18:00,282.20,120.20,,0.55,0.23,,3.37,1.44,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,8/28/08,12:00,15:00,273.60,116.10,,0.53,0.22,,3.27,1.39,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,8/28/08,15:00,18:00,268.80,64.70,,0.52,0.13,,3.21,0.77,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,9/3/08,12:00,15:00,94.10,60.20,,0.17,0.11,,1.12,0.72,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Lakeside Tower,OAT_MA_CBL,9/3/08,15:00,18:00,112.30,67.60,,0.20,0.12,,1.34,0.81,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,7/9/08,12:00,15:00,84.50,51.40,,0.21,0.13,,1.01,0.61,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,7/9/08,15:00,18:00,44.20,12.10,,0.11,0.03,,0.53,0.14,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,7/10/08,12:00,15:00,87.80,43.20,,0.22,0.11,,1.05,0.52,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,7/10/08,15:00,18:00,136.30,9.30,,0.34,0.02,,1.63,0.11,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,7/21/08,12:00,15:00,88.80,54.50,,0.22,0.14,,1.06,0.65,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,7/21/08,15:00,18:00,55.70,-18.00,,0.14,-0.05,,0.67,-0.22,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/1/08,12:00,15:00,52.80,2.50,,0.15,0.01,,0.63,0.03,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/1/08,15:00,18:00,66.70,34.30,,0.19,0.10,,0.80,0.41,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/5/08,12:00,15:00,132.50,86.50,,0.32,0.21,,1.58,1.03,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/5/08,15:00,18:00,158.90,82.20,,0.39,0.20,,1.90,0.98,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/6/08,12:00,15:00,104.20,60.10,,0.25,0.15,,1.24,0.72,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/6/08,15:00,18:00,162.20,103.60,,0.39,0.25,,1.94,1.24,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/11/08,12:00,15:00,70.10,30.10,,0.18,0.08,,0.84,0.36,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/11/08,15:00,18:00,104.60,33.10,,0.27,0.08,,1.25,0.40,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/12/08,12:00,15:00,73.90,27.80,,0.19,0.07,,0.88,0.33,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/12/08,15:00,18:00,76.30,26.90,,0.19,0.07,,0.91,0.32,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/27/08,12:00,15:00,37.90,-1.70,,0.13,-0.01,,0.45,-0.02,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/27/08,15:00,18:00,32.20,-13.10,,0.11,-0.04,,0.38,-0.16,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/28/08,12:00,15:00,39.80,22.30,,0.13,0.07,,0.48,0.27,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,8/28/08,15:00,18:00,37.00,-12.10,,0.12,-0.04,,0.44,-0.14,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,9/3/08,12:00,15:00,127.20,34.40,,0.33,0.09,,1.52,0.41,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Two Parkside,OAT_MA_CBL,9/3/08,15:00,18:00,73.00,8.40,,0.19,0.02,,0.87,0.10,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,7/9/08,12:00,15:00,45.60,25.60,,0.11,0.06,,0.54,0.31,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,7/9/08,15:00,18:00,24.00,-68.80,,0.06,-0.16,,0.29,-0.82,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,7/10/08,12:00,15:00,21.60,12.00,,0.05,0.03,,0.26,0.14,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,7/10/08,15:00,18:00,16.80,-51.80,,0.04,-0.12,,0.20,-0.62,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,7/21/08,12:00,15:00,12.00,0.80,,0.03,0.00,,0.14,0.01,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,7/21/08,15:00,18:00,26.40,-36.00,,0.06,-0.08,,0.32,-0.43,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/1/08,12:00,15:00,28.80,16.20,,0.07,0.04,,0.34,0.19,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/1/08,15:00,18:00,28.80,13.20,,0.07,0.03,,0.34,0.16,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/5/08,12:00,15:00,72.00,55.80,,0.15,0.12,,0.86,0.67,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/5/08,15:00,18:00,84.00,71.20,,0.18,0.15,,1.00,0.85,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/6/08,12:00,15:00,74.40,52.80,,0.16,0.11,,0.89,0.63,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/6/08,15:00,18:00,69.60,55.60,,0.15,0.12,,0.83,0.66,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/11/08,12:00,15:00,67.20,47.20,,0.15,0.10,,0.80,0.56,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/11/08,15:00,18:00,52.80,26.20,,0.12,0.06,,0.63,0.31,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/12/08,12:00,15:00,69.60,47.00,,0.15,0.10,,0.83,0.56,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/12/08,15:00,18:00,38.40,14.80,,0.09,0.03,,0.46,0.18,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/27/08,12:00,15:00,21.60,6.00,,0.05,0.01,,0.26,0.07,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/27/08,15:00,18:00,24.00,5.60,,0.06,0.01,,0.29,0.07,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/28/08,12:00,15:00,12.00,0.80,,0.03,0.00,,0.14,0.01,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,8/28/08,15:00,18:00,21.60,-2.40,,0.05,-0.01,,0.26,-0.03,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,9/3/08,12:00,15:00,57.60,39.80,,0.12,0.08,,0.69,0.48,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Brier Corporate Center,OAT_MA_CBL,9/3/08,15:00,18:00,38.40,25.60,,0.08,0.05,,0.46,0.31,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,7/9/08,12:00,15:00,87.80,59.50,,0.16,0.11,,1.05,0.71,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,7/9/08,15:00,18:00,90.70,25.80,,0.16,0.05,,1.08,0.31,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,7/10/08,12:00,15:00,126.70,85.60,,0.23,0.15,,1.51,1.02,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,7/10/08,15:00,18:00,157.00,49.20,,0.28,0.09,,1.88,0.59,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,7/21/08,12:00,15:00,37.40,23.40,,0.07,0.04,,0.45,0.28,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,7/21/08,15:00,18:00,106.60,24.00,,0.19,0.04,,1.27,0.29,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/1/08,12:00,15:00,97.90,70.80,,0.22,0.16,,1.17,0.85,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/1/08,15:00,18:00,89.30,49.30,,0.20,0.11,,1.07,0.59,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/5/08,12:00,15:00,178.60,131.60,,0.34,0.25,,2.13,1.57,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/5/08,15:00,18:00,161.30,121.30,,0.31,0.23,,1.93,1.45,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/6/08,12:00,15:00,169.90,144.60,,0.32,0.28,,2.03,1.73,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/6/08,15:00,18:00,139.70,94.80,,0.27,0.18,,1.67,1.13,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/11/08,12:00,15:00,93.60,61.60,,0.21,0.14,,1.12,0.74,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/11/08,15:00,18:00,54.70,12.80,,0.13,0.03,,0.65,0.15,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/12/08,12:00,15:00,105.10,68.00,,0.24,0.16,,1.26,0.81,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/12/08,15:00,18:00,106.60,34.40,,0.24,0.08,,1.27,0.41,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/27/08,12:00,15:00,76.30,54.50,,0.18,0.13,,0.91,0.65,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/27/08,15:00,18:00,70.60,28.30,,0.16,0.07,,0.84,0.34,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/28/08,12:00,15:00,80.60,56.60,,0.19,0.13,,0.96,0.68,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,8/28/08,15:00,18:00,79.20,14.60,,0.18,0.03,,0.95,0.17,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,9/3/08,12:00,15:00,72.00,46.90,,0.16,0.10,,0.86,0.56,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Vanderbilt Plaza,OAT_MA_CBL,9/3/08,15:00,18:00,83.50,46.30,,0.18,0.10,,1.00,0.55,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,7/9/08,12:00,15:00,30.70,0.20,,0.07,0.00,,0.37,0.00,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,7/9/08,15:00,18:00,31.20,-33.90,,0.07,-0.08,,0.37,-0.41,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,7/10/08,12:00,15:00,25.90,-8.80,,0.06,-0.02,,0.31,-0.11,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,7/10/08,15:00,18:00,42.70,-24.20,,0.10,-0.06,,0.51,-0.29,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,7/21/08,12:00,15:00,23.00,-9.70,,0.05,-0.02,,0.28,-0.12,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,7/21/08,15:00,18:00,33.60,-6.80,,0.08,-0.02,,0.40,-0.08,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,8/1/08,12:00,15:00,104.20,67.00,,0.26,0.17,,1.24,0.80,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,8/1/08,15:00,18:00,109.90,81.50,,0.28,0.20,,1.31,0.97,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
Inland Regional Center,OAT_MA_CBL,8/5/08,12:00,15:00,107.00,61.10,,0.23,0.13,,1.28,0.73,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. “Study on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.” Energy and Buildings 42(7):967–75."
