site_name,data_source,Baseline,DR-Program,DR-Event-Day,DR-StartTime,DR-EndTime,max_oat,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
EnergyETC,field-testing,10/10_CBL,,9/1/10,17:00,18:00,,0.2,-0.38,-0.84,0.05,-0.13,-0.25,0.09,-0.17,-0.38,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/1/10,14:00,18:00,,0.86,-0.22,-1.07,0.15,-0.07,-0.25,0.39,-0.1,-0.49,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/2/10,14:00,15:00,,0.45,-0.55,-1.96,0.08,-0.12,-0.44,0.2,-0.25,-0.89,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/2/10,15:00,16:00,,0.8,-0.24,-1.62,0.14,-0.07,-0.38,0.37,-0.11,-0.73,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/2/10,16:00,17:00,,0.38,-0.01,-0.42,0.08,0,-0.09,0.17,0,-0.19,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/2/10,17:00,18:00,,-0.06,-0.36,-0.49,-0.01,-0.11,-0.23,-0.03,-0.16,-0.22,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/2/10,14:00,18:00,,0.8,-0.29,-1.96,0.14,-0.08,-0.44,0.37,-0.13,-0.89,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/2/10,14:00,15:00,,0.82,0.09,-0.52,0.14,0.02,-0.09,0.37,0.04,-0.24,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/2/10,15:00,16:00,,0.83,0.1,-0.68,0.15,0.02,-0.13,0.38,0.05,-0.31,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/2/10,16:00,17:00,,-0.1,-0.41,-0.92,-0.02,-0.09,-0.22,-0.05,-0.19,-0.42,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/2/10,17:00,18:00,,-0.32,-0.82,-1.15,-0.14,-0.23,-0.29,-0.14,-0.37,-0.52,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/2/10,14:00,18:00,,0.83,-0.26,-1.15,0.15,-0.07,-0.29,0.38,-0.12,-0.52,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/24/10,14:00,15:00,,1.42,0.55,-0.37,0.25,0.1,-0.07,0.64,0.25,-0.17,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/24/10,15:00,16:00,,0.45,0.07,-0.08,0.08,0.01,-0.02,0.2,0.03,-0.03,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/24/10,16:00,17:00,,1.99,0.75,-0.4,0.44,0.17,-0.08,0.9,0.34,-0.18,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/24/10,17:00,18:00,,2.62,1.01,-1.1,0.64,0.18,-0.52,1.19,0.46,-0.5,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/24/10,14:00,18:00,,2.62,0.6,-1.1,0.64,0.12,-0.52,1.19,0.27,-0.5,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/24/10,14:00,15:00,,1.46,0.66,-0.27,0.26,0.12,-0.05,0.66,0.3,-0.12,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/24/10,15:00,16:00,,0.29,-0.05,-0.36,0.06,-0.01,-0.07,0.13,-0.02,-0.17,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/24/10,16:00,17:00,,1.96,0.47,-0.65,0.43,0.11,-0.13,0.89,0.21,-0.3,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/24/10,17:00,18:00,,1.99,0.62,-0.87,0.58,0.14,-0.38,0.9,0.28,-0.4,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/24/10,14:00,18:00,,1.99,0.42,-0.87,0.58,0.09,-0.38,0.9,0.19,-0.4,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/27/10,14:00,15:00,,1.16,0.01,-1.02,0.19,-0.01,-0.18,0.53,0,-0.46,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/27/10,15:00,16:00,,0.84,0.24,-0.45,0.14,0.04,-0.09,0.38,0.11,-0.2,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/27/10,16:00,17:00,,0.44,0.15,-0.12,0.09,0.03,-0.02,0.2,0.07,-0.05,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/27/10,17:00,18:00,,0.75,-0.05,-0.81,0.15,-0.06,-0.37,0.34,-0.02,-0.37,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/27/10,14:00,18:00,,1.16,0.08,-1.02,0.19,0,-0.37,0.53,0.04,-0.46,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/27/10,14:00,15:00,,0.69,0.12,-0.93,0.12,0.02,-0.16,0.32,0.05,-0.42,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/27/10,15:00,16:00,,0.11,-0.11,-0.53,0.02,-0.02,-0.1,0.05,-0.05,-0.24,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/27/10,16:00,17:00,,-0.15,-0.59,-1.25,-0.03,-0.14,-0.32,-0.07,-0.27,-0.57,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/27/10,17:00,18:00,,-0.54,-0.93,-1.91,-0.17,-0.27,-0.52,-0.25,-0.42,-0.87,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/27/10,14:00,18:00,,0.69,-0.38,-1.91,0.12,-0.1,-0.52,0.32,-0.17,-0.87,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/28/10,14:00,15:00,,1.64,0.44,-1.19,0.24,0.06,-0.23,0.74,0.2,-0.54,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/28/10,15:00,16:00,,1.37,0.39,-0.97,0.22,0.05,-0.19,0.62,0.18,-0.44,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/28/10,16:00,17:00,,0.62,0.28,-0.3,0.1,0.05,-0.06,0.28,0.13,-0.14,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/28/10,17:00,18:00,,0.48,-0.59,-2.16,0.09,-0.25,-0.97,0.22,-0.27,-0.98,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/28/10,14:00,18:00,,1.64,0.13,-2.16,0.24,-0.02,-0.97,0.74,0.06,-0.98,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/28/10,14:00,15:00,,0.75,0.25,-0.86,0.13,0.04,-0.15,0.34,0.11,-0.39,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/28/10,15:00,16:00,,0.34,-0.2,-0.76,0.06,-0.04,-0.14,0.15,-0.09,-0.35,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/28/10,16:00,17:00,,0.01,-0.61,-1.62,0,-0.15,-0.41,0.01,-0.28,-0.74,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/28/10,17:00,18:00,,-1.13,-1.63,-2.23,-0.31,-0.51,-0.8,-0.51,-0.74,-1.01,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/28/10,14:00,18:00,,0.75,-0.55,-2.23,0.13,-0.16,-0.8,0.34,-0.25,-1.01,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,10/13/10,14:00,15:00,,2.98,2.2,0.78,0.5,0.36,0.14,1.36,1,0.35,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,10/13/10,15:00,16:00,,2.96,1.81,0.31,0.48,0.3,0.06,1.35,0.82,0.14,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,10/13/10,16:00,17:00,,1.7,1.48,1.27,0.3,0.27,0.22,0.77,0.67,0.58,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,10/13/10,17:00,18:00,,2.27,1.44,0.71,0.38,0.31,0.15,1.03,0.65,0.32,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,10/13/10,14:00,18:00,,2.98,1.73,0.31,0.5,0.31,0.06,1.36,0.79,0.14,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,10/13/10,14:00,15:00,,2.49,1.99,1.22,0.45,0.35,0.21,1.13,0.9,0.56,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,10/13/10,15:00,16:00,,2.54,1.47,0.28,0.44,0.26,0.05,1.15,0.67,0.13,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,10/13/10,16:00,17:00,,0.83,0.59,0.38,0.17,0.13,0.1,0.38,0.27,0.17,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,10/13/10,17:00,18:00,,1,0.5,-0.15,0.26,0.14,-0.04,0.45,0.23,-0.07,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,10/13/10,14:00,18:00,,2.54,1.14,-0.15,0.45,0.22,-0.04,1.15,0.52,-0.07,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,OAT_MA_CBL,,8/24/10,14:00,15:00,,6.26,0.18,-4.78,0.35,-0.04,-0.45,3.02,0.09,-2.31,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,OAT_MA_CBL,,8/24/10,15:00,16:00,,6.06,2.19,-0.49,0.32,0.12,-0.03,2.93,1.06,-0.24,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,OAT_MA_CBL,,8/24/10,16:00,17:00,,1.04,-1.36,-7.84,0.1,-0.32,-1.48,0.5,-0.66,-3.79,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,OAT_MA_CBL,,8/24/10,17:00,18:00,,-0.79,-4.09,-8.52,-0.33,-1.42,-3.17,-0.38,-1.97,-4.11,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,OAT_MA_CBL,,8/24/10,14:00,18:00,,6.26,-0.77,-8.52,0.35,-0.42,-3.17,3.02,-0.37,-4.11,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,10/10_CBL,,8/24/10,14:00,15:00,,0.67,-2.53,-4.16,0.06,-0.22,-0.37,0.33,-1.22,-2.01,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,10/10_CBL,,8/24/10,15:00,16:00,,-2.1,-3.85,-5.87,-0.21,-0.35,-0.5,-1.01,-1.86,-2.84,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,10/10_CBL,,8/24/10,16:00,17:00,,0.39,-2.54,-6.44,0.04,-0.34,-0.96,0.19,-1.22,-3.11,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,10/10_CBL,,8/24/10,17:00,18:00,,0.99,-2.05,-5.41,0.24,-0.35,-0.93,0.48,-0.99,-2.61,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,10/10_CBL,,8/24/10,14:00,18:00,,0.99,-2.74,-6.44,0.24,-0.31,-0.96,0.48,-1.32,-3.11,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,OAT_MA_CBL,,9/1/10,14:00,15:00,,7.36,6.78,6.4,0.5,0.47,0.41,3.56,3.27,3.09,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Applied Power Technologies,field-testing,OAT_MA_CBL,,9/1/10,15:00,16:00,,6.63,3.68,2.43,0.43,0.25,0.16,3.2,1.78,1.18,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
