site_name,data_source,Baseline,DR-Program,DR-Event-Day,DR-StartTime,DR-EndTime,max_oat,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
Enmetric,field-testing,10/10_CBL,,9/1/10,15:00,16:00,,2.97,2.16,1.68,0.15,0.11,0.08,5.95,4.32,3.35,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/1/10,16:00,17:00,,1.57,0.42,-1.12,0.08,0.02,-0.06,3.13,0.85,-2.23,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/1/10,17:00,18:00,,1.07,-0.27,-1.21,0.07,-0.02,-0.07,2.14,-0.54,-2.41,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/1/10,14:00,18:00,,2.97,0.97,-1.21,0.15,0.05,-0.07,5.95,1.93,-2.41,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/2/10,14:00,15:00,,1.15,-0.2,-1.6,0.06,-0.01,-0.09,2.31,-0.39,-3.21,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/2/10,15:00,16:00,,0.66,-1.32,-2.46,0.04,-0.07,-0.14,1.32,-2.64,-4.92,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/2/10,16:00,17:00,,-1.91,-2.74,-3.72,-0.11,-0.17,-0.24,-3.82,-5.48,-7.44,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/2/10,17:00,18:00,,0.33,-0.78,-1.74,0.02,-0.05,-0.12,0.66,-1.57,-3.49,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/2/10,14:00,18:00,,1.15,-1.26,-3.72,0.06,-0.08,-0.24,2.31,-2.52,-7.44,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/2/10,14:00,15:00,,1.59,0.4,-0.53,0.09,0.02,-0.03,3.18,0.81,-1.07,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/2/10,15:00,16:00,,1.11,-0.99,-1.98,0.06,-0.05,-0.11,2.22,-1.98,-3.96,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/2/10,16:00,17:00,,-0.82,-1.46,-1.92,-0.05,-0.08,-0.11,-1.63,-2.93,-3.84,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/2/10,17:00,18:00,,0.92,-0.14,-1.03,0.06,-0.01,-0.07,1.83,-0.28,-2.06,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/2/10,14:00,18:00,,1.59,-0.55,-1.98,0.09,-0.03,-0.11,3.18,-1.09,-3.96,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/24/10,14:00,15:00,,1.21,-0.67,-2.02,0.11,-0.06,-0.19,2.42,-1.33,-4.04,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/24/10,15:00,16:00,,1.64,0.12,-1.56,0.14,0.01,-0.14,3.27,0.23,-3.11,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/24/10,16:00,17:00,,1.13,-0.08,-2.39,0.12,0,-0.22,2.26,-0.17,-4.79,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/24/10,17:00,18:00,,1.48,0.85,0.2,0.16,0.09,0.02,2.96,1.7,0.4,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/24/10,14:00,18:00,,1.64,0.05,-2.39,0.16,0.01,-0.22,3.27,0.11,-4.79,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/24/10,14:00,15:00,,4.23,2.57,1.26,0.3,0.18,0.09,8.47,5.14,2.52,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/24/10,15:00,16:00,,4.15,2.93,1.58,0.29,0.21,0.11,8.3,5.87,3.16,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/24/10,16:00,17:00,,5.05,3.42,1.14,0.38,0.25,0.08,10.11,6.84,2.27,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/24/10,17:00,18:00,,4.3,3.61,2.51,0.36,0.3,0.22,8.6,7.21,5.01,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/24/10,14:00,18:00,,5.05,3.13,1.14,0.38,0.24,0.08,10.11,6.26,2.27,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/27/10,14:00,15:00,,-1.25,-3.8,-6.97,-0.08,-0.24,-0.45,-2.5,-7.59,-13.94,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/27/10,15:00,16:00,,1.37,-0.86,-2.38,0.08,-0.05,-0.14,2.75,-1.72,-4.76,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/27/10,16:00,17:00,,1.37,-3.38,-6.3,0.09,-0.25,-0.48,2.73,-6.75,-12.61,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/27/10,17:00,18:00,,-2.87,-5.13,-7.87,-0.22,-0.4,-0.63,-5.75,-10.26,-15.74,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/27/10,14:00,18:00,,1.37,-3.29,-7.87,0.09,-0.24,-0.63,2.75,-6.58,-15.74,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/27/10,14:00,15:00,,-0.07,-2.29,-4.78,0,-0.13,-0.27,-0.13,-4.57,-9.56,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/27/10,15:00,16:00,,0.87,-0.43,-1.91,0.05,-0.02,-0.11,1.74,-0.85,-3.83,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/27/10,16:00,17:00,,3.18,-1.26,-3.1,0.18,-0.08,-0.19,6.36,-2.51,-6.2,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/27/10,17:00,18:00,,-2.31,-3.49,-5.93,-0.17,-0.24,-0.41,-4.63,-6.97,-11.86,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/27/10,14:00,18:00,,3.18,-1.86,-5.93,0.18,-0.12,-0.41,6.36,-3.73,-11.86,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/28/10,14:00,15:00,,7.6,3.77,0.62,0.22,0.11,0.02,15.2,7.54,1.23,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/28/10,15:00,16:00,,5.48,1.6,-1.51,0.15,0.04,-0.04,10.95,3.2,-3.01,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/28/10,16:00,17:00,,4,-1.52,-6.95,0.12,-0.06,-0.25,8,-3.05,-13.9,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/28/10,17:00,18:00,,-2.12,-4.33,-8.12,-0.08,-0.16,-0.31,-4.25,-8.65,-16.23,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,9/28/10,14:00,18:00,,7.6,-0.12,-8.12,0.22,-0.02,-0.31,15.2,-0.24,-16.23,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/28/10,14:00,15:00,,10.38,7.61,4.79,0.28,0.2,0.13,20.77,15.22,9.58,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/28/10,15:00,16:00,,6.68,2.7,0.6,0.18,0.07,0.02,13.36,5.41,1.21,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/28/10,16:00,17:00,,8.18,3.24,-1.25,0.22,0.09,-0.04,16.37,6.48,-2.49,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/28/10,17:00,18:00,,1.89,-0.56,-3.64,0.06,-0.02,-0.12,3.79,-1.13,-7.28,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,9/28/10,14:00,18:00,,10.38,3.25,-3.64,0.28,0.09,-0.12,20.77,6.49,-7.28,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,10/13/10,14:00,15:00,,-1.05,-1.76,-3.11,-0.05,-0.09,-0.16,-2.11,-3.51,-6.22,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,10/13/10,15:00,16:00,,-0.52,-1.39,-2.86,-0.02,-0.07,-0.15,-1.04,-2.79,-5.72,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,10/13/10,16:00,17:00,,0.13,-0.75,-1.74,0.01,-0.04,-0.09,0.25,-1.49,-3.47,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,10/13/10,17:00,18:00,,-2.41,-3.11,-4.46,-0.15,-0.19,-0.28,-4.82,-6.22,-8.91,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,OAT_MA_CBL,,10/13/10,14:00,18:00,,0.13,-1.75,-4.46,0.01,-0.1,-0.28,0.25,-3.5,-8.91,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,10/13/10,14:00,15:00,,-1.63,-1.94,-2.61,-0.08,-0.1,-0.13,-3.27,-3.88,-5.22,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,10/13/10,15:00,16:00,,-0.66,-1.27,-1.76,-0.03,-0.06,-0.09,-1.33,-2.53,-3.52,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,10/13/10,16:00,17:00,,0.07,-0.83,-1.44,0,-0.04,-0.08,0.14,-1.66,-2.88,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,10/13/10,17:00,18:00,,-0.64,-1.67,-2.48,-0.04,-0.09,-0.14,-1.28,-3.34,-4.96,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
Enmetric,field-testing,10/10_CBL,,10/13/10,14:00,18:00,,0.07,-1.43,-2.61,0,-0.07,-0.14,0.14,-2.85,-5.22,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,8/24/10,14:00,15:00,,1.03,0.31,-1.12,0.16,0.04,-0.22,0.47,0.14,-0.51,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,8/24/10,15:00,16:00,,2.04,0.2,-1.46,0.29,-0.01,-0.33,0.93,0.09,-0.67,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,8/24/10,16:00,17:00,,0.73,-0.07,-1.53,0.13,-0.03,-0.36,0.33,-0.03,-0.7,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,8/24/10,17:00,18:00,,1.42,0.08,-1.26,0.24,-0.02,-0.3,0.64,0.04,-0.57,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,8/24/10,14:00,18:00,,2.04,0.13,-1.53,0.29,0,-0.36,0.93,0.06,-0.7,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,8/24/10,14:00,15:00,,0.72,0.32,-0.4,0.13,0.06,-0.07,0.33,0.14,-0.18,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,8/24/10,15:00,16:00,,0.67,-0.02,-0.8,0.12,-0.01,-0.16,0.31,-0.01,-0.36,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,8/24/10,16:00,17:00,,-0.53,-0.69,-0.96,-0.12,-0.15,-0.2,-0.24,-0.31,-0.44,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,8/24/10,17:00,18:00,,-0.43,-1.28,-1.96,-0.21,-0.43,-0.77,-0.19,-0.58,-0.89,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,8/24/10,14:00,18:00,,0.72,-0.42,-1.96,0.13,-0.13,-0.77,0.33,-0.19,-0.89,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/1/10,14:00,15:00,,0.68,-0.15,-0.9,0.13,-0.03,-0.17,0.31,-0.07,-0.41,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/1/10,15:00,16:00,,0.45,0.08,-0.39,0.09,0.01,-0.09,0.2,0.04,-0.18,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/1/10,16:00,17:00,,0.31,-0.11,-0.51,0.06,-0.02,-0.11,0.14,-0.05,-0.23,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/1/10,17:00,18:00,,1.72,0.66,-0.28,0.32,0.11,-0.13,0.78,0.3,-0.13,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,OAT_MA_CBL,,9/1/10,14:00,18:00,,1.72,0.12,-0.9,0.32,0.02,-0.17,0.78,0.05,-0.41,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/1/10,14:00,15:00,,0.86,0.21,-1,0.15,0.04,-0.19,0.39,0.1,-0.46,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/1/10,15:00,16:00,,0.58,0.14,-0.31,0.11,0.03,-0.06,0.26,0.06,-0.14,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
EnergyETC,field-testing,10/10_CBL,,9/1/10,16:00,17:00,,-0.53,-0.85,-1.07,-0.13,-0.2,-0.25,-0.24,-0.38,-0.49,"Page, Janie, Sila Kiliccote, Han Dudley, Mary Ann Piette, Albert K. Chiu, Bashar Kellow, Ed Koch, and Paul Lipkin Akuacom. 2011. Automated Demand Response Technology Demonstration for Small and Medium Commercial Buildings."
